,Personal Info,,,,,,soft_skills,,,,academic skills,,,,,,,,,,,,,,Influencing Factor,Prefer Job
Date,name,e-mail,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security,Maching Learning,Robotics,Research Skill,publication,project,Influencing Factor,Prefer Job
2024-10-31 19:12,,,Male,4th,3.6,"Independent University, Bangladesh (IUB)",Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Advance,Intermediate,Basic,Basic,,Basic,Advance,Basic,Intermediate,2,3,"Salary,flaxible Work Life Balanced","Data Analysis,ML/AI Engineer"
2024-10-31 19:14,,,Male,4th,3.43,Canadian University of Bangladesh (CUB),Intermediate,Advance,Intermediate,Advance,advance,Advance,Advance,,Advance,Basic,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,1,6,"Job Environment,Salary",Software Development
2024-11-01 02:33,,,Male,4th,3.31,Leading University (LU),Intermediate,Advance,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,5,Job Environment,Software Development
2024-11-01 02:54,,,Male,4th,3.66,Leading University (LU),Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,1,2,Job Environment,UI/UX Designing
2024-11-01 03:01,,,Female,4th,3.73,Rajshahi University of Engineering & Technology (RUET),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,2,2,"Salary,flaxible Work Life Balanced","Teaching,Govt Job"
2024-11-01 03:19,,,Male,4th,2.91,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,0,2,Social Acceptance,Govt Job
2024-11-01 03:21,,,Male,4th,3.86,Daffodil International University (DIU),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Advance,3,2,flaxible Work Life Balanced,"Software Development,Abroad"
2024-11-01 03:22,,,Male,4th,3.11,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),Basic,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,Salary,BCS
2024-11-01 03:25,,,Male,4th,2.85,University of Rajshahi (RU),Advance,Intermediate,Intermediate,Advance,Basic,Intermediate,Basic,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,Salary,Software Development
2024-11-01 03:31,,,Male,4th,2.89,University of Rajshahi (RU),Intermediate,Advance,Intermediate,Intermediate,Basic,Advance,Intermediate,Basic,Advance,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,2,Salary,"Software Development,Govt Job"
2024-11-01 03:35,,,Male,3rd,2.83,University of Rajshahi (RU),Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Advance,Intermediate,Basic,Basic,Intermediate,Intermediate,0,2,Job Security,"BCS,Govt Job"
2024-11-01 04:41,,,Male,4th,3.67,North South University (NSU),Intermediate,Advance,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Intermediate,1,4,Job Environment,Software Development
2024-11-01 04:43,,,Male,4th,3.48,Uttara University (UU),Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,0,2,"Social Acceptance,Job Security","UI/UX Designing,Hardware Sector"
2024-11-01 04:46,,,Male,4th,3.93,Daffodil International University (DIU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,4,1,Job Environment,"Researcher,Abroad"
2024-11-01 06:15,,,Male,4th,3.6,Sonargaon University (SU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Advance,Basic,Basic,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Basic,0,2,Job Environment,Hardware Sector
2024-11-01 07:02,,,Male,4th,3.1,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),Basic,Intermediate,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,,Basic,Basic,Basic,Basic,,Basic,0,0,"Job Environment,Salary,flaxible Work Life Balanced","ML/AI Engineer,Abroad"
2024-11-01 09:19,,,Female,4th,3.77,University of Barishal (BU),Intermediate,Intermediate,Advance,Advance,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,1,1,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-01 09:21,,,Male,4th,3.23,University of Barishal (BU),Basic,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Advance,Advance,Intermediate,Intermediate,Basic,0,2,"Social Acceptance,Job Environment","Networking,Cyber Security"
2024-11-01 09:26,,,Male,4th,2.89,University of Barishal (BU),Intermediate,Advance,Intermediate,Advance,advance,Advance,Advance,Advance,Advance,Intermediate,Advance,Basic,Intermediate,Advance,Intermediate,Basic,1,5,"Social Acceptance,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
2024-11-01 11:04,,,Male,4th,3.06,University of Chittagong (CU),Intermediate,Advance,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Basic,,Basic,0,4,"Social Acceptance,Job Environment","Software Development,Networking"
2024-11-01 16:12,,,Male,4th,2.88,Shahjalal University of Science & Technology (SUST),Intermediate,Intermediate,Advance,Intermediate,advance,Advance,Basic,Basic,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,0,6,Social Acceptance,Software Development
2024-11-01 16:22,,,Male,4th,3.34,Jahangirnagar University (JU),Intermediate,Advance,Advance,Advance,advance,Advance,Advance,Advance,Advance,Intermediate,Intermediate,Basic,Advance,Advance,Basic,Basic,1,6,"Social Acceptance,Job Security","Software Development,ML/AI Engineer,Abroad"
2024-11-01 16:31,,,Male,4th,3.78,University of Rajshahi (RU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,3,2,"Social Acceptance,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-01 16:34,,,Male,4th,3.29,University of Chittagong (CU),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,Basic,Basic,0,2,"Job Environment,Salary","Networking,UI/UX Designing"
2024-11-01 16:37,,,Female,4th,3.42,Jagannath University (JnU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,,2,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-02 03:51,,,Male,4th,3.21,Bangladesh University of Engineering & Technology (BUET),Intermediate,Advance,Advance,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Basic,Basic,Basic,Intermediate,Advance,Intermediate,Intermediate,1,4,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
2024-11-02 03:54,,,Female,4th,3.72,Bangladesh University of Engineering & Technology (BUET),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Advance,3,1,"Salary,flaxible Work Life Balanced","Teaching,Govt Job"
2024-11-02 13:20,,,Male,4th,3.35,University of Rajshahi (RU),Intermediate,Advance,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,5,Job Environment,"Software Development,Data Analysis"
2024-11-02 13:24,,,Male,4th,3.22,Mawlana Bhashani Science & Technology University (MBSTU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,,2,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
2024-11-02 13:26,,,Male,4th,3.5,"Begum Rokeya University, Rangpur (BRU)",Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,1,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-02 13:27,,,Male,4th,3.73,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,3,1,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-02 13:28,,,Male,4th,3.88,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Advance,Basic,Basic,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,2,1,flaxible Work Life Balanced,Abroad
2024-11-02 14:12,,,Male,4th,3.51,University of Dhaka (DU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,,,1,Job Environment,UI/UX Designing
2024-11-02 15:42,,,Male,4th,3.33,Noakhali Science & Technology University (NSTU),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Basic,0,2,Job Environment,Software Development
2024-11-02 16:17,,,Male,4th,3.44,Noakhali Science & Technology University (NSTU),Intermediate,Intermediate,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,,,3,"Social Acceptance,Job Environment",Software Development
2024-11-02 16:19,,,Male,4th,3.79,Noakhali Science & Technology University (NSTU),Intermediate,Intermediate,Intermediate,Advance,,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Advance,3,2,"Job Environment,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-02 16:20,,,Male,4th,3.54,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,,Intermediate,Intermediate,Basic,Basic,Basic,0,1,"Job Security,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-02 16:22,,,Male,4th,3.45,Patuakhali Science And Technology University (PSTU),Intermediate,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,,3,"Social Acceptance,Job Environment","Database Administration,Data Analysis,ML/AI Engineer"
2024-11-06 05:41,,,Female,4th,3.53,Patuakhali Science And Technology University (PSTU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,,,Basic,Basic,Basic,,,,,,2,"Job Security,flaxible Work Life Balanced","Bank Job,BCS,Business"
2024-11-06 09:09,,,Female,4th,3.3,Patuakhali Science And Technology University (PSTU),Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Intermediate,,Basic,,,Basic,,Basic,,1,"Social Acceptance,Job Security","Bank Job,BCS"
2024-11-06 09:51,,,Male,4th,3.25,Chittagong University of Engineering & Technology (CUET),Intermediate,Advance,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,5,"Social Acceptance,Salary",Software Development
2024-11-06 14:33,,,Male,4th,3.44,Jessore University of Science & Technology (JUST),Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Intermediate,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
2024-11-06 14:36,,,Female,4th,3.79,Jessore University of Science & Technology (JUST),Advance,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,,Advance,4,1,"Job Environment,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-06 14:37,,,Male,4th,3.51,University of Rajshahi (RU),Advance,Advance,Advance,Advance,Basic,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,1,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-06 14:38,,,Female,4th,3.85,University of Rajshahi (RU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Advance,3,3,"Salary,flaxible Work Life Balanced","Teaching,Researcher"
2024-11-06 14:42,,,Male,4th,3.23,Jahangirnagar University (JU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,Advance,Basic,0,2,"Social Acceptance,Job Environment","UI/UX Designing,Hardware Sector"
2024-11-06 14:43,,,Male,4th,3.34,University of Dhaka (DU),Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,,Intermediate,Intermediate,Intermediate,Basic,0,2,Job Environment,"UI/UX Designing,Hardware Sector,Database Administration"
2024-11-06 14:44,,,Male,4th,3.48,University of Chittagong (CU),Basic,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Basic,Intermediate,Basic,Advance,Intermediate,Intermediate,,,,0,2,"Salary,flaxible Work Life Balanced",Database Administration
2024-11-06 14:45,,,Male,4th,3.21,University of Chittagong (CU),Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,1,1,"Social Acceptance,Job Environment","Database Administration,Data Analysis,ML/AI Engineer"
2024-11-06 14:46,,,Male,1st,3.42,Rajshahi University of Engineering & Technology (RUET),Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,,Intermediate,Intermediate,Basic,,,,Basic,,,2,"Job Environment,Salary","Networking,Cyber Security"
2024-11-07 14:42,,,Male,3rd,3.11,Patuakhali Science And Technology University (PSTU),Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Basic,0,2,Job Security,Hardware Sector
2024-11-07 14:43,,,Male,4th,3.88,Shahjalal University of Science & Technology (SUST),Intermediate,Advance,Advance,Advance,Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,4,3,"Salary,flaxible Work Life Balanced","Teaching,Researcher"
2024-11-07 14:44,,,Female,4th,3.46,Shahjalal University of Science & Technology (SUST),Intermediate,Intermediate,Advance,,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,1,1,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-07 14:45,,,Male,4th,3.22,Shahjalal University of Science & Technology (SUST),Intermediate,Advance,Advance,Intermediate,advance,Advance,Advance,Intermediate,Advance,Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,5,"Social Acceptance,Job Environment",Software Development
2024-11-07 14:46,,,Male,4th,3.39,Chittagong University of Engineering & Technology (CUET),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Basic,1,2,"Social Acceptance,Job Environment","Networking,Cyber Security"
2024-11-07 14:47,,,Male,4th,3.45,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,,Intermediate,1,3,"Social Acceptance,Job Environment","Data Analysis,ML/AI Engineer"
2024-11-07 14:48,,,Male,4th,3.81,North South University (NSU),Basic,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Advance,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,3,3,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-14 05:56,,,Male,4th,3.11,University of Rajshahi (RU),Intermediate,Intermediate,Advance,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Basic,Intermediate,Intermediate,Intermediate,1,5,"Social Acceptance,Job Environment",Software Development
2024-11-14 05:57,,,Male,4th,3.52,University of Rajshahi (RU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,0,2,"Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-11-14 05:58,,,Male,4th,3.88,University of Chittagong (CU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Advance,Intermediate,Intermediate,Intermediate,Basic,,Advance,Intermediate,Advance,2,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-11-14 06:01,,,Male,4th,3.55,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,Intermediate,Intermediate,1,4,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
2024-11-14 06:02,,,Male,4th,3.39,American International University-Bangladesh (AIUB),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Intermediate,Intermediate,1,3,Job Environment,UI/UX Designing
2024-11-21 03:38,,,Male,4th,3.33,Mawlana Bhashani Science & Technology University (MBSTU),Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,,Basic,,4,"Job Environment,Salary","Software Development,ML/AI Engineer"
2024-11-21 03:45,,,Male,4th,2.98,CCN University of Science & Technology (CCNUST),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,2,"Job Security,Salary","Bank Job,Govt Job"
2024-04-24 22:39,,,Male,4th,3.43,Mawlana Bhashani Science & Technology University (MBSTU),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,0,5,Salary,Software Development
2024-04-24 22:37,,,Female,4th,3.4,University of Rajshahi (RU),Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Basic,0,5,"Job Environment,Salary","Software Development,Cyber Security,Business"
2024-04-24 22:51,,,Female,4th,2.83,University of Chittagong (CU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,1,2,"Job Security,Job Environment,flaxible Work Life Balanced",Abroad
2024-04-25 00:18,,,Female,2nd,2.93,"Independent University, Bangladesh (IUB)",Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,,,,0,1,"Job Security,Job Environment","Software Development,Cyber Security"
2024-04-25 00:23,,,Male,3rd,3.2,Faridpur Engineering College,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Intermediate,Basic,1,2,"Social Acceptance,Job Security","Software Development,Networking,Cyber Security,Data Analysis"
2024-04-25 00:31,,,Male,4th,3.16,University of Rajshahi (RU),Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Advance,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,,1,"Social Acceptance,Job Security","Cyber Security,Data Analysis"
2024-04-25 00:38,,,Male,4th,2.92,University of Chittagong (CU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,,2,Social Acceptance,Software Development
2024-04-25 00:40,,,Male,4th,3.22,Jahangirnagar University (JU),Advance,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Advance,2,1,flaxible Work Life Balanced,Abroad
2024-04-25 09:16,,,Female,4th,1.6,Jahangirnagar University (JU),Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,0,2,Job Security,ML/AI Engineer
2024-04-25 10:49,,,Male,4th,3.41,University of Chittagong (CU),Intermediate,Advance,Intermediate,Basic,Basic,Advance,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,"Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
2024-04-25 13:22,,,Female,4th,3.5,Faridpur Engineering College,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Salary,Job Environment
","Software Development,Abroad"
2024-04-25 13:55,,,Male,4th,0,United International University (UIU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,0,2,Salary,Software Development
2024-04-25 14:49,,,Male,4th,3.4,Faridpur Engineering College,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,3,"Salary,flaxible Work Life Balanced","Software Development,Data Analysis"
2024-04-25 14:53,,,Male,4th,3.17,Daffodil International University (DIU),Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,,Basic,Basic,,1,Social Acceptance,"Bank Job,Govt Job"
2024-04-25 17:31,,,Male,4th,3.58,Comilla University (CoU),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,0,3,"Salary,Job Environment",Software Development
2024-04-25 20:43,,,Female,4th,3.79,Daffodil International University (DIU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Basic,Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,2,3,Salary,Researcher
2024-04-25 20:46,,,Female,4th,3.72,Comilla University (CoU),Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,1,1,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Teaching"
2024-04-25 21:02,,,Female,4th,3.59,Comilla University (CoU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Intermediate,Basic,,Intermediate,Basic,,Intermediate,1,3,"Job Environment,Salary,flaxible Work Life Balanced","Database Administration,Teaching,Abroad"
2024-04-25 21:23,,,Female,4th,3.6,Daffodil International University (DIU),Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,0,0,flaxible Work Life Balanced,Business
2024-04-25 21:38,,,Male,3rd,3.6,Comilla University (CoU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,,,0,2,Social Acceptance,"Software Development,Data Analysis,ML/AI Engineer,Abroad"
2024-04-25 21:39,,,Female,4th,3.47,Daffodil International University (DIU),Basic,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Advance,Basic,Basic,Basic,Basic,,Basic,,0,3,"Job Environment,Salary",Software Development
2024-04-25 22:15,,,Female,3rd,3.5,Comilla University (CoU),Advance,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,3,"Salary,flaxible Work Life Balanced","Business,Abroad,Govt Job"
2024-04-25 22:41,,,Male,4th,3.2,Daffodil International University (DIU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,1,4,Job Environment,Software Development
2024-04-25 23:50,,,Male,4th,3.64,Comilla University (CoU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,0,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Researcher"
2024-04-26 05:37,,,Male,4th,3.7,Comilla University (CoU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,,Basic,,3,Social Acceptance,Abroad
2024-04-26 08:02,,,Male,4th,3.3,Northern University Bangladesh (NUB),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,,Basic,0,2,Job Security,Govt Job
2024-04-26 11:22,,,Female,4th,3.79,Comilla University (CoU),Intermediate,Advance,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Job Environment,Salary",Software Development
2024-04-26 20:52,,,Male,4th,3.09,Northern University Bangladesh (NUB),Basic,Intermediate,Basic,Basic,Basic,Basic,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,1,1,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security"
2024-04-26 20:58,,,Male,4th,3.26,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Intermediate,2,3,Job Environment,Abroad
2024-04-26 21:31,,,Male,4th,3.56,Northern University Bangladesh (NUB),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Intermediate,Basic,,3,"Salary,Job Environment","Software Development,Cyber Security"
2024-04-26 23:20,,,Male,4th,3,University of Rajshahi (RU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,0,3,Job Security,Other
